iter	RMSE
586	2822.574277
587	2821.535274
588	2820.294911
589	2819.171288
590	2816.066568
591	2813.809644
592	2810.12071
593	2807.426932
594	2806.124195
595	2802.915286
596	2798.668318
597	2797.723858
598	2794.926756
599	2791.708538
600	2789.445955
601	2787.04066
602	2785.878346
603	2785.040207
604	2783.722683
605	2782.849624
606	2779.33867
607	2776.181789
608	2774.274588
609	2772.632962
610	2769.817205
611	2768.560158
612	2766.918085
613	2764.63468
614	2762.194195
615	2761.468338
616	2759.808046
617	2758.196445
618	2756.742186
619	2754.729292
620	2750.505154
621	2748.140208
622	2745.201748
623	2744.08389
624	2742.878993
625	2740.369534
626	2737.251664
627	2736.404291
628	2735.509614
629	2731.706504
630	2729.62254
631	2728.823856
632	2727.347545
633	2724.711668
634	2723.789342
635	2721.852813
636	2719.09262
637	2717.995763
638	2716.764547
639	2715.580394
640	2713.610556
641	2711.162121
642	2708.213038
643	2704.369784
644	2703.651508
645	2701.428074
646	2700.653361
647	2697.783345
648	2693.779375
649	2691.520483
650	2690.11113
651	2689.186841
652	2684.7016
653	2681.539962
654	2680.487849
655	2679.793783
656	2679.487997
657	2679.034262
658	2677.401123
659	2674.91573
660	2673.339953
661	2671.330286
662	2668.295768
663	2667.345733
664	2665.265528
665	2662.737754
666	2660.263086
667	2659.461526
668	2658.108836
669	2657.195969
670	2655.093947
671	2654.308265
672	2653.159036
673	2648.132448
674	2646.045787
675	2645.156958
676	2643.582761
677	2641.881591
678	2641.44532
679	2640.451104
680	2637.44532
681	2636.686716
682	2634.720482
683	2634.176547
684	2631.931726
685	2631.507002
686	2629.876027
687	2627.45318
688	2626.529577
689	2625.393832
690	2623.81793
691	2622.044797
692	2619.148809
693	2617.70841
694	2615.458478
695	2612.433232
696	2610.668481
697	2608.342842
698	2607.399936
699	2603.822077
700	2602.355049
701	2600.39263
702	2598.322431
703	2596.699191
704	2596.099918
705	2593.222637
706	2592.417809
707	2590.755445
708	2588.834803
709	2586.51204
710	2584.754544
711	2582.427794
712	2581.35048
713	2579.136398
714	2577.879498
715	2575.724496
716	2574.189069
717	2572.740422
718	2571.379163
719	2567.87219
720	2564.100509
721	2562.683678
722	2560.929467
723	2558.976217
724	2558.054574
725	2556.018984
726	2555.101007
727	2553.313449
728	2550.414912
729	2547.729695
730	2545.851014
731	2543.940086
732	2539.976105
733	2538.24625
734	2536.448018
735	2534.525798
736	2533.086146
737	2531.080037
738	2528.397774
739	2527.833448
740	2527.117872
741	2524.995845
742	2523.207986
743	2522.644746
744	2522.202088
745	2518.990618
746	2516.675935
747	2514.382336
748	2513.727308
749	2513.336277
750	2512.020507
751	2509.442527
752	2506.671053
753	2504.933936
754	2501.997503
755	2500.028672
756	2499.100217
757	2497.455011
758	2494.836846
759	2491.751827
760	2490.739009
761	2489.517125
762	2487.504164
763	2485.967315
764	2484.097235
765	2483.139742
766	2481.356235
767	2478.378294
768	2477.122026
769	2475.854671
770	2472.296153
771	2470.593456
772	2469.533526
773	2467.927215
774	2467.289906
775	2466.982674
776	2466.649683
777	2463.878768
778	2462.319522
779	2460.185881
780	2457.403091
781	2454.26872
782	2451.624338
783	2448.748643
784	2445.785763
785	2444.469677
786	2442.133742
787	2441.207878
788	2439.498378
789	2437.764063
790	2434.906752
791	2433.386399
792	2431.728097
793	2430.478086
794	2427.960633
795	2426.741251
796	2425.990658
797	2422.252434
798	2421.784552
799	2420.908835
800	2420.056556
801	2418.513767
802	2415.535771
803	2412.807063
804	2409.307871
805	2407.255349
806	2406.127861
807	2403.809465
808	2402.83173
809	2401.445972
810	2400.14466
811	2399.188369
812	2397.086196
813	2396.08242
814	2393.786856
815	2392.417354
816	2389.103615
817	2387.623753
818	2386.141177
819	2384.464611
820	2383.011315
821	2382.702478
822	2380.830928
823	2379.443178
824	2377.859733
825	2375.488431
826	2373.697057
827	2371.266494
828	2369.690443
829	2369.245422
830	2366.625809
831	2364.834556
832	2364.483921
833	2362.149107
834	2360.722418
835	2358.09255
836	2355.284428
837	2354.002261
838	2352.758632
839	2350.490562
840	2347.403853
841	2343.937131
842	2343.58655
843	2341.856528
844	2338.88191
845	2338.403268
846	2336.387232
847	2334.04359
848	2332.211518
849	2330.005963
850	2328.046673
851	2324.68655
852	2323.301586
853	2321.78682
854	2318.575333
855	2316.684198
856	2314.208012
857	2313.104806
858	2311.788611
859	2310.149754
860	2307.958026
861	2305.399376
862	2304.161253
863	2302.949512
864	2299.88484
865	2299.08184
866	2296.488046
867	2296.154135
868	2292.594257
869	2291.633089
870	2290.573441
871	2290.220656
872	2289.777056
873	2288.292575
874	2285.236371
875	2284.028593
876	2281.761484
877	2280.914118
878	2279.975499
879	2277.052492
880	2276.252654
881	2274.045515
882	2272.6226
883	2270.961545
884	2269.428261
885	2266.284355
886	2264.49778
887	2263.29409
888	2262.325176
889	2260.827357
890	2259.366943
891	2257.905674
892	2255.580224
893	2254.324795
894	2253.466084
895	2250.47378
896	2248.973849
897	2247.854312
898	2246.915945
899	2246.144909
900	2245.091807
901	2241.93527
902	2241.454823
903	2239.565316
904	2237.867264
905	2236.353727
906	2233.964042
907	2233.119291
908	2231.756861
909	2230.528208
910	2229.600517
911	2229.08391
912	2227.646413
913	2226.39334
914	2225.057346
915	2224.658361
916	2224.415807
917	2223.633272
918	2221.124281
919	2219.918237
920	2218.66358
921	2218.348738
922	2216.962075
923	2214.846377
924	2212.810226
925	2210.805308
926	2209.587172
927	2208.259305
928	2206.074233
929	2205.324734
930	2203.488835
931	2203.240046
932	2201.302754
933	2199.22848
934	2197.901121
935	2196.617891
936	2194.555623
937	2193.190808
938	2191.834158
939	2189.576846
940	2188.108705
941	2187.609197
942	2186.86843
943	2186.07025
944	2185.339768
945	2184.241429
946	2183.657193
947	2180.809824
948	2179.26098
949	2177.909143
950	2176.682731
951	2174.518715
952	2172.552175
953	2170.178374
954	2168.84831
955	2167.654286
956	2166.500671
957	2164.668475
958	2162.328778
959	2161.409817
960	2160.003609
961	2158.46176
962	2156.807221
963	2155.057141
964	2153.758007
965	2152.671772
966	2150.609923
967	2149.426733
968	2146.240907
969	2145.387661
970	2144.909606
971	2143.615901
972	2141.220798
973	2139.742182
974	2138.191626
975	2135.759236
976	2134.486858
977	2132.130206
978	2131.379558
979	2130.569206
980	2129.323676
981	2127.052434
982	2126.270251
983	2126.062697
984	2125.593627
985	2123.698256
986	2121.082236
987	2120.373413
988	2120.158031
989	2118.596368
990	2116.895892
991	2113.641499
992	2112.155096
993	2111.928067
994	2110.873619
995	2108.255934
996	2105.799122
997	2105.130853
998	2103.993001
999	2102.778643
